sl,number in book,country,Title,text
527,11,Belgium,POST PANDEMIC,"Thus, the Just City must provide sustainable and green mobility routes."
528,11,Belgium,POST PANDEMIC,4. Equity: The Just City is an inclusive city.
529,11,Belgium,POST PANDEMIC,"During the pandemic, cities exemplified the ultimate disparity between well-off and impoverished people."
530,11,Belgium,POST PANDEMIC,"Many people could rely on private equity of any kind, such as a garden, health-insurance, or a laptop."
531,11,Belgium,POST PANDEMIC,"Additionally, the more vulnerable people became the more severely affected victims of the virus, socially, financially, psychologically, spatially, and physically."
532,11,Belgium,POST PANDEMIC,"Thus, the Just City guarantees well-balanced policies that grant each inhabitant fair access to basic infrastructures and support in their essential needs."
533,11,Belgium,POST PANDEMIC,5. Urbanity: The Just City is a shared and lively environment.
534,11,Belgium,POST PANDEMIC,The restrictions on public life and the private sector in the wake of the pandemic made tangible the importance of diverse public spaces.
535,11,Belgium,POST PANDEMIC,"They have been spaces of compensation for leisure, walking, working out, etc."
536,11,Belgium,POST PANDEMIC,"However, not everyone had equal access to qualitative public space close to home."
537,11,Belgium,POST PANDEMIC,"On the contrary, we tend to ascribe monopolized uses to our public space available, such as infrastructure or car parking."
538,11,Belgium,POST PANDEMIC,"Therefore, the Just City provides a diversity, quality, and quantity of public spaces available and accessible."
539,11,Belgium,POST PANDEMIC,6. Health: The Just City stimulates people to be physically active.
540,11,Belgium,POST PANDEMIC,"The pandemic has highlighted that for many people, daily journeys were the only physical activity."
541,11,Belgium,POST PANDEMIC,The health crisis has raised people’s general awareness in the lack of physical activity.
542,11,Belgium,POST PANDEMIC,Encouraging recreational activities will result in a healthier society.
543,11,Belgium,POST PANDEMIC,"Thus, the Just city must provide diverse spaces for people to be active."
544,11,Belgium,POST PANDEMIC,7. Production: The Just City is a place of local production.
545,11,Belgium,POST PANDEMIC,"The pandemic has proven the fragility of consumerist societies that depend on globalized economies, and just-in-time productions."
546,11,Belgium,POST PANDEMIC,"On the contrary, local productions were less affected by global disruptions."
547,11,Belgium,POST PANDEMIC,"The objective is that economies become self-sustaining, regional, circular, and sustainable."
548,11,Belgium,POST PANDEMIC,"Therefore, the Just City must adopt a flexible and resilient economy."
549,11,Belgium,POST PANDEMIC,8. Sustainability: The Just City is a conscious and ecological city.
550,11,Belgium,POST PANDEMIC,The pandemic has forced us to reflect on our consumption choices and our habits.
551,11,Belgium,POST PANDEMIC,"When the everyday urban life came to a stand-still, the people found refuge in nature."
552,11,Belgium,POST PANDEMIC,"A new consciousness has emerged, which refers to our way of living having crucial effects on the environment."
553,11,Belgium,POST PANDEMIC,"Thus, the Just City must reconsider nature as a crucial part of the urban environment."
554,11,Belgium,POST PANDEMIC,9. Education: The Just City is an informative and engaging city.
555,11,Belgium,POST PANDEMIC,"he pandemic has shown us that the lack of communication led to a misunderstanding of the situation. Through education, we share the morals, values, and norms of society."
556,11,Belgium,POST PANDEMIC,"As such, learning is not solely bound to institutional education, but takes place through daily interactions."
557,11,Belgium,POST PANDEMIC,Creating platforms to inform citizens will have a positive impact on public awareness.
558,11,Belgium,POST PANDEMIC,"Therefore, the Just City invites people to co-create the city through open discussions."
559,11,Belgium,POST PANDEMIC,10. Contextuality: The Just City is a contextual city.
560,11,Belgium,POST PANDEMIC,"In the wake of the pandemic, the city was a reflection of common sanitary, economic, political and social issues."
561,11,Belgium,POST PANDEMIC,"Although the concept of the Just City is generic, the city remains a matter of facts and realities."
562,11,Belgium,POST PANDEMIC,"In fact, the city is bound to its own urban fabric, culture, politics, topographical settings, etc."
563,11,Belgium,POST PANDEMIC,"The very moment we aim to implement the idea of the Just City, we enter at a state of negotiation and debate."
564,11,Belgium,POST PANDEMIC,"Finally, The Just City must consider the existing realities."
565,11,Belgium,POST PANDEMIC,This manifesto is part of a continuous process and a collective call to action.
566,11,Belgium,POST PANDEMIC,"The above-mentioned conditions offer a set of ideas that contribute to establish justice and rights at an individual, as well as on a collective level."
